Order_Dt;Order_ID;Driver_ID;Order_Value;Order_Status
2021-08-20;392131671102;5400690;53.17;CONCLUDED
2021-08-19;071204789619;8851130;46.7;CONCLUDED
2021-08-25;863357003788;6672057;211.43;CONCLUDED
2021-08-20;527737350700;7519008;22.48;CONCLUDED
2021-08-19;038653285432;9893718;200.69;CONCLUDED
2021-08-26;792524643616;9833146;23.21;CONCLUDED
2021-08-25;655084475046;7604173;58.08;CONCLUDED
2021-08-22;953843088277;6224365;79.89;CONCLUDED
2021-08-21;281609513095;6715873;36.71;CONCLUDED
2021-08-19;932691733547;4755627;186.76;CANCELLED
2021-08-26;808636586624;2004244;81.49;CONCLUDED
2021-08-25;848351723798;8538211;36.16;CONCLUDED
2021-08-18;109231507632;2703665;59.1;CONCLUDED
2021-08-31;450838481064;98453;62.86;CONCLUDED
2021-08-26;945522712717;2864370;60.52;CANCELLED
2021-08-28;326356977891;7425384;163.36;CANCELLED
2021-08-25;892794675654;9553997;18.18;CONCLUDED
2021-08-18;499727743334;7235778;62.4;CONCLUDED
2021-08-29;080635002576;9359587;40.08;CONCLUDED
2021-08-24;099096049071;4758800;187.75;CONCLUDED
2021-08-17;329617095514;70963;20.45;CONCLUDED
2021-08-26;723032842779;6394787;101.26;CONCLUDED
2021-08-28;127425892672;2771576;33.11;CONCLUDED
2021-08-24;036113698162;8244986;22.6;CONCLUDED
2021-08-22;620609376029;3052047;21.46;CONCLUDED
2021-08-21;014880119829;2479737;76.41;CONCLUDED
2021-08-23;670271717188;336618;73.1;CONCLUDED
2021-08-26;372111179817;6140918;209.03;CANCELLED
2021-08-23;639195566485;8342399;84.86;CONCLUDED
2021-08-27;270252118874;1610689;25.5;CANCELLED
2021-08-26;736406068725;285710;176.17;CONCLUDED
2021-08-19;623098095407;6751822;31.17;CONCLUDED
2021-08-18;347715095877;872341;103.04;CONCLUDED
2021-08-20;577422854401;4909106;84.23;CANCELLED
2021-08-30;589740008730;3762987;97.93;CONCLUDED
2021-08-20;783297695025;222771;208.02;CANCELLED
2021-08-18;123827685423;8342399;29.67;CONCLUDED
2021-08-21;745603072735;4465259;38.18;CONCLUDED
2021-08-21;333472395497;508007;98.14;CONCLUDED
2021-08-20;003495201002;872341;25.79;CONCLUDED
2021-08-24;768974820003;8822367;137.05;CONCLUDED
2021-08-19;062748697059;1079443;72.09;CONCLUDED
2021-08-18;581865458152;5532952;91.09;CONCLUDED
2021-08-17;141362685786;7483118;100.81;CONCLUDED
2021-08-31;121033766543;9381589;118.76;CONCLUDED
2021-08-29;014269553748;8193437;96.2;CONCLUDED
2021-08-27;951184140923;6342716;76.24;CANCELLED
2021-08-30;306977547364;8618131;28.12;CONCLUDED
2021-08-28;129544753968;8993963;35.43;CONCLUDED
2021-08-25;097908838878;8408793;196.67;CANCELLED
2021-08-21;899496084145;2218272;21.94;CONCLUDED
2021-08-17;516024690690;1610689;24.8;CANCELLED
2021-08-30;570362550069;1890999;53.09;CONCLUDED
2021-08-23;776619311964;6114619;120.2;CONCLUDED
2021-08-30;856028077598;1431896;65.08;CONCLUDED
2021-08-26;487360609665;5878649;156.53;CONCLUDED
2021-08-21;471527455974;5093855;25.01;CONCLUDED
2021-08-22;404404546406;981758;76.19;CONCLUDED
2021-08-24;494776600481;9447821;26.52;CONCLUDED
2021-08-22;900076227384;3529555;34.2;CONCLUDED
2021-08-28;335712883312;3867210;186.98;CONCLUDED
2021-08-19;883887547498;191786;61.67;CONCLUDED
2021-08-31;134264970302;3233745;213.56;CONCLUDED
2021-08-21;731305841513;936574;84.17;CONCLUDED
2021-08-20;990178298123;5808857;138.94;CONCLUDED
2021-08-24;937401471784;7262611;189.82;CONCLUDED
2021-08-20;277126934621;3830890;57.61;CONCLUDED
2021-08-31;231567890153;4969802;91.24;CANCELLED
2021-08-28;805939899797;8529394;79.28;CONCLUDED
2021-08-27;403688150123;3506518;27.56;CONCLUDED
2021-08-26;819858245758;9861679;102.51;CONCLUDED
2021-08-28;661300696081;3835403;73.75;CONCLUDED
2021-08-21;572748952308;3052047;117.59;CONCLUDED
2021-08-30;816214778913;1533216;129.23;CONCLUDED
2021-08-18;831239060304;151091;68.63;CONCLUDED
2021-08-19;875678946724;9335754;40.26;CANCELLED
2021-08-17;759736845028;1028844;80.37;CONCLUDED
2021-08-18;172667249129;2904867;155.3;CONCLUDED
2021-08-23;162914395002;4618103;57.67;CONCLUDED
2021-08-31;468415656531;6370440;85.11;CONCLUDED
2021-08-27;410375435743;7953272;110.24;CANCELLED
2021-08-30;178706578714;4213708;17.19;CONCLUDED
2021-08-20;049808256712;9826368;82.78;CONCLUDED
2021-08-31;865563796128;2969794;38.11;CONCLUDED
2021-08-19;323997222930;8103038;153.2;CONCLUDED
2021-08-25;899709836321;6342716;20.52;CONCLUDED
2021-08-19;953481734257;7310088;195.88;CONCLUDED
2021-08-19;998200373455;2085050;167.26;CONCLUDED
2021-08-20;066645003798;134905;36.13;CANCELLED
2021-08-20;582063468322;9017609;117.45;CONCLUDED
2021-08-18;140236354447;943855;102.27;CONCLUDED
2021-08-23;846312421343;7733668;101.44;CONCLUDED
2021-08-23;522074119322;4807241;97.85;CONCLUDED
2021-08-17;254574224728;7733668;120.85;CONCLUDED
2021-08-29;182866134546;809785;37.65;CONCLUDED
2021-08-18;881888357974;598266;144.56;CONCLUDED
2021-08-22;418356371653;8522015;48.42;CONCLUDED
2021-08-26;692648053332;3919053;27.82;CONCLUDED
2021-08-17;038520569481;7213401;33.26;CONCLUDED
2021-08-31;716686069664;3645725;181.84;CONCLUDED
2021-08-19;063699796268;6478332;21.56;CONCLUDED
2021-08-24;498570682257;4969802;33.14;CONCLUDED
2021-08-24;864180767079;2647660;41.65;CONCLUDED
2021-08-20;605373373443;4260915;65.66;CONCLUDED
2021-08-18;098360553099;1532658;34.59;CONCLUDED
2021-08-21;231472654217;401126;101.09;CONCLUDED
2021-08-20;930646671309;6712929;39.99;CONCLUDED
2021-08-26;409978403783;6468072;37.2;CONCLUDED
2021-08-24;679402313596;8132472;88.79;CONCLUDED
2021-08-31;446242923512;9371532;35.81;CONCLUDED
2021-08-25;182458343485;8233028;78.34;CANCELLED
2021-08-24;167113595593;2353779;38.25;CONCLUDED
2021-08-23;379189212983;6751822;45.39;CONCLUDED
2021-08-21;353957691481;8760565;19.19;CANCELLED
2021-08-24;316519738922;9108984;107.61;CONCLUDED
2021-08-29;128625102692;968011;23.17;CANCELLED
2021-08-31;138938140545;7057233;158.91;CONCLUDED
2021-08-26;547555427050;185512;26.61;CONCLUDED
2021-08-23;619740366608;981758;62.62;CONCLUDED
2021-08-17;835743736958;5264725;40.05;CONCLUDED
2021-08-23;578005417523;2703665;30.57;CONCLUDED
2021-08-27;459091496485;2601155;24.83;CONCLUDED
2021-08-20;064367181627;7671806;58.85;CONCLUDED
2021-08-24;166398591757;4657431;93.4;CONCLUDED
2021-08-17;495685309168;5028265;14.86;CONCLUDED
2021-08-30;226944911376;3506518;22.64;CONCLUDED
2021-08-24;148969249133;7671806;131.71;CONCLUDED
2021-08-23;061798848225;926810;54.39;CONCLUDED
2021-08-19;895283942005;7119283;49.76;CONCLUDED
2021-08-23;209591476367;7734233;29.78;CONCLUDED
2021-08-23;476102959764;2218272;82.06;CONCLUDED
2021-08-23;325432091540;5011243;22.31;CANCELLED
2021-08-29;007901293001;2464370;22.76;CANCELLED
2021-08-21;858112326914;9981100;80.43;CONCLUDED
2021-08-17;983138776411;4529450;31.31;CONCLUDED
2021-08-31;918667226419;6370440;195.64;CONCLUDED
2021-08-22;147951417252;7617643;93.29;CONCLUDED
2021-08-28;424893820978;8103038;26.19;CONCLUDED
2021-08-30;072344412731;2080413;23.76;CONCLUDED
2021-08-20;658616877643;5056009;20.98;CONCLUDED
2021-08-27;447180453875;6373722;145.62;CONCLUDED
2021-08-26;272032461715;4785946;38.57;CANCELLED
2021-08-30;034882939968;4401022;74.76;CONCLUDED
2021-08-24;558743815750;8041078;72.99;CONCLUDED
2021-08-29;084947119529;1223368;14.04;CONCLUDED
2021-08-25;608497242383;4969802;158.41;CONCLUDED
2021-08-24;270837794511;4260915;149.12;CONCLUDED
2021-08-20;376714903273;4969802;117.49;CONCLUDED
2021-08-23;877488023699;3926320;80.78;CONCLUDED
2021-08-25;081906827316;4708974;31.26;CONCLUDED
2021-08-29;631991944644;5093855;94.76;CANCELLED
2021-08-21;398230318970;9854083;89.11;CONCLUDED
2021-08-21;692407799049;5346144;61.81;CANCELLED
2021-08-19;361654559554;448119;21.89;CONCLUDED
2021-08-26;442736911584;271006;75.28;CONCLUDED
2021-08-25;080912145293;4407410;56.79;CONCLUDED
2021-08-21;830129361671;3785086;21.99;CONCLUDED
2021-08-21;447503191759;2139468;86.22;CONCLUDED
2021-08-30;666762393993;7519008;110.72;CONCLUDED
2021-08-22;275900278247;9536028;67.37;CONCLUDED
2021-08-30;828317587413;5509598;20.62;CONCLUDED
2021-08-17;713157503177;806018;60.05;CONCLUDED
2021-08-18;087198307323;151091;40.52;CONCLUDED
2021-08-17;699570775586;7482653;39.69;CONCLUDED
2021-08-26;772994519566;3830890;70.86;CONCLUDED
2021-08-20;881732504308;2295360;191.48;CONCLUDED
2021-08-19;705418667318;8233028;32.29;CONCLUDED
2021-08-20;587561682485;4294379;62.82;CONCLUDED
2021-08-20;848138571246;4603489;25.15;CANCELLED
2021-08-30;181544203164;9531207;27.67;CONCLUDED
2021-08-18;453404135337;9427007;26.6;CONCLUDED
2021-08-25;377775396478;7604722;43.34;CANCELLED
2021-08-24;688937982379;6348466;102.07;CONCLUDED
2021-08-28;467441684942;56669;33.75;CANCELLED
2021-08-21;766410107484;6275218;22.47;CONCLUDED
2021-08-21;362893882487;6396443;26.18;CONCLUDED
2021-08-31;913487915102;1613876;42.81;CONCLUDED
2021-08-24;154458789452;3552604;29.6;CONCLUDED
2021-08-23;100775000017;968011;130.65;CONCLUDED
2021-08-31;440790288414;9118836;56.79;CONCLUDED
2021-08-19;169099180263;3365597;71.38;CONCLUDED
2021-08-22;567532913184;2591922;49.7;CONCLUDED
2021-08-19;187430876029;785622;21.57;CONCLUDED
2021-08-23;455629629733;4563930;19.77;CONCLUDED
2021-08-19;086734433141;6140918;103.54;CONCLUDED
2021-08-31;059429675184;1555387;52.43;CONCLUDED
2021-08-28;003181763752;3010619;181.26;CONCLUDED
2021-08-21;359417166317;7213401;88.42;CONCLUDED
2021-08-19;277651908991;#N/D;37.14;#N/D
2021-08-27;847647696218;1861548;190.08;CONCLUDED
2021-08-18;054790108083;7659060;89.84;CONCLUDED
2021-08-22;165457402889;3540460;83.85;CONCLUDED
2021-08-27;659441823829;8041078;14.86;CONCLUDED
2021-08-22;523186725335;9531207;40.3;CONCLUDED
2021-08-20;207543332340;7840492;20.77;CONCLUDED
2021-08-17;188905135407;9550615;19.72;CONCLUDED
2021-08-20;606010203435;70963;174.25;CONCLUDED
2021-08-17;877010641384;8176628;14.12;CONCLUDED
2021-08-18;806240579406;2327719;36.82;CONCLUDED
2021-08-22;666776452858;7436334;32.81;CONCLUDED
2021-08-24;695834969732;806018;74.47;CANCELLED
2021-08-27;393258337817;4807241;67.28;CANCELLED
2021-08-17;717017076749;6403074;118.51;CONCLUDED
2021-08-25;352276596226;8824301;87.55;CONCLUDED
2021-08-27;719690107289;936574;42.88;CONCLUDED
2021-08-21;426138300319;1710448;90.27;CONCLUDED
2021-08-17;661640864489;3506518;123.21;CONCLUDED
2021-08-31;555530554977;8889469;37.29;CONCLUDED
2021-08-22;454377648238;806018;30.09;CONCLUDED
2021-08-23;975836536165;9009550;80.71;CONCLUDED
2021-08-20;157461524617;8628713;33.01;CONCLUDED
2021-08-18;318195353142;5028265;97.16;CONCLUDED
2021-08-30;164522591501;178936;27.45;CONCLUDED
2021-08-17;194014652299;8103038;127.63;CONCLUDED
2021-08-18;472575578701;6348466;122.78;CONCLUDED
2021-08-27;139512097113;2523649;70.18;CANCELLED
2021-08-22;044074386618;785622;73.24;CONCLUDED
2021-08-25;731495681082;7262611;75.59;CONCLUDED
2021-08-31;560327370214;6280156;179.35;CONCLUDED
2021-08-29;554490768773;2859868;90.52;CONCLUDED
2021-08-21;995459772340;2139468;138.28;CONCLUDED
2021-08-17;318591402229;6918392;143.29;CANCELLED
2021-08-22;858935607333;6584139;38.73;CONCLUDED
2021-08-29;010292182818;7583429;27.66;CONCLUDED
2021-08-21;069218615441;102441;216.23;CONCLUDED
2021-08-30;162387456983;8062924;97.7;CANCELLED
2021-08-22;213857888240;1413077;95.56;CONCLUDED
2021-08-26;888363236847;8937232;51.93;CONCLUDED
2021-08-30;051162333046;2771576;50.48;CANCELLED
2021-08-19;903315479653;7217899;154.49;CONCLUDED
2021-08-30;340060730113;6971770;151.41;CONCLUDED
2021-08-24;164311228831;6436883;26.84;CONCLUDED
2021-08-26;466674493976;8824301;32.78;CONCLUDED
2021-08-30;450696968358;8062530;40.93;CONCLUDED
2021-08-21;085825260723;9591164;57.74;CONCLUDED
2021-08-31;380663353247;6672057;37.39;CONCLUDED
2021-08-22;834959184608;2834880;41.9;CONCLUDED
2021-08-26;263594629401;5509598;32.07;CONCLUDED
2021-08-24;102945814912;4445051;55.73;CONCLUDED
2021-08-26;039816215851;3285211;74.78;CONCLUDED
2021-08-21;591648862619;5121053;22.31;CONCLUDED
2021-08-26;794455174085;8525439;155.86;CANCELLED
2021-08-21;851395472478;7831817;36.15;CONCLUDED
2021-08-28;105273196349;1836650;206.19;CONCLUDED
2021-08-24;244516063463;7764333;98.14;CONCLUDED
2021-08-17;266715979336;841966;52.78;CONCLUDED
2021-08-27;090482029943;1431896;56.35;CONCLUDED
2021-08-29;729490177682;653111;47.64;CONCLUDED
2021-08-28;185820151722;1696148;21.98;CONCLUDED
2021-08-30;464772860468;7801603;60.75;CONCLUDED
2021-08-27;912502796091;9017609;72.15;CONCLUDED
2021-08-30;736140980241;1620592;162.26;CONCLUDED
2021-08-20;551877845677;1302253;34.85;CONCLUDED
2021-08-31;320036640550;2095515;30.96;CONCLUDED
2021-08-27;839371380394;6075771;92.66;CONCLUDED
2021-08-18;906677633429;9733709;141.24;CONCLUDED
2021-08-31;837857139222;5278157;52.53;CONCLUDED
2021-08-26;298072148566;1110114;44.58;CONCLUDED
2021-08-31;106673784427;8446342;59.95;CONCLUDED
2021-08-23;581751117062;5619002;54.14;CONCLUDED
2021-08-20;586468391323;336618;28.29;CONCLUDED
2021-08-27;164916766980;1613015;32.55;CONCLUDED
2021-08-22;013558469770;8618131;27.54;CONCLUDED
2021-08-17;025646208993;8225193;35.92;CANCELLED
2021-08-20;304205346387;98453;85.44;CONCLUDED
2021-08-23;670512141277;4105288;102.42;CONCLUDED
2021-08-30;161355538600;8538211;211.86;CONCLUDED
2021-08-19;501101213032;3270340;39.18;CONCLUDED
2021-08-24;203053088529;9371532;65.39;CONCLUDED
2021-08-26;967602241440;8963375;86.19;CONCLUDED
2021-08-28;783429079083;6370440;47.66;CONCLUDED
2021-08-17;025061212965;401126;167.6;CANCELLED
2021-08-29;752184943243;4138946;21.36;CONCLUDED
2021-08-29;900218666508;1853585;204.89;CANCELLED
2021-08-29;487300466645;212457;49.1;CONCLUDED
2021-08-27;985573093131;2703665;22.18;CONCLUDED
2021-08-28;994900058954;6712929;75.87;CONCLUDED
2021-08-20;467256525379;6015765;149.48;CONCLUDED
2021-08-22;065470041751;6759702;139.99;CONCLUDED
2021-08-21;056225381631;4422027;97.31;CANCELLED
2021-08-19;249484181078;7249998;78.66;CONCLUDED
2021-08-27;902660699706;6471197;27.39;CONCLUDED
2021-08-28;996853900955;3552604;57.8;CONCLUDED
2021-08-23;545195078050;2834880;102.89;CONCLUDED
2021-08-26;509503270261;1359521;52.08;CONCLUDED
2021-08-23;542572798083;440554;158.76;CONCLUDED
2021-08-20;515382994177;9648340;73.53;CONCLUDED
2021-08-31;168952141699;8342399;30.2;CONCLUDED
2021-08-18;859773338921;6178273;74.46;CONCLUDED
2021-08-26;680025229512;4358319;62.04;CANCELLED
2021-08-18;378523659074;1683473;66;CONCLUDED
2021-08-28;395024770938;3684142;25.85;CONCLUDED
2021-08-27;499491544300;5468324;19.79;CONCLUDED
2021-08-26;459646988799;2964170;83.09;CANCELLED
2021-08-23;281507021919;8062530;19.63;CONCLUDED
2021-08-23;709300786616;6730811;68.43;CONCLUDED
2021-08-17;522960608285;3052047;63.18;CONCLUDED
2021-08-21;260416705227;6370440;31.02;CONCLUDED
2021-08-19;263658915352;6186953;161.8;CONCLUDED
2021-08-29;219810619134;6861897;65.39;CONCLUDED
2021-08-18;586697413609;5264725;27.26;CONCLUDED
2021-08-28;206109256876;1620592;32.31;CONCLUDED
2021-08-18;772026421808;9340981;17.4;CANCELLED
2021-08-30;535416508360;401126;53.77;CONCLUDED
2021-08-22;052385729696;1079443;33.13;CONCLUDED
2021-08-27;790535870713;4129174;35.31;CONCLUDED
2021-08-28;086176059611;841966;65.23;CANCELLED
2021-08-26;755213297513;9108984;216.48;CONCLUDED
2021-08-25;665863866865;1392049;84.8;CANCELLED
2021-08-26;410357256826;6394787;103.62;CONCLUDED
2021-08-27;529287724667;4990058;144.95;CONCLUDED
2021-08-20;698169426836;6333437;186.69;CONCLUDED
2021-08-17;370592431337;3521980;114.74;CANCELLED
2021-08-25;969451760586;1566104;186.49;CONCLUDED
2021-08-23;257569542078;7764333;98.7;CONCLUDED
2021-08-21;753553451611;2931020;79.48;CONCLUDED
2021-08-22;008259990008;3785038;51.83;CANCELLED
2021-08-19;740340942407;8575603;96.63;CANCELLED
2021-08-19;658992797713;2968979;65.95;CONCLUDED
2021-08-19;250566348058;7505991;27.68;CONCLUDED
2021-08-23;650655739054;4468767;87.2;CONCLUDED
2021-08-26;492821251040;7483118;33.38;CONCLUDED
2021-08-30;922190557953;7376409;37.6;CONCLUDED
2021-08-31;513676888761;401126;32.37;CONCLUDED
2021-08-17;972326895366;3577766;101.18;CANCELLED
2021-08-22;980520833688;3285211;72.13;CONCLUDED
2021-08-19;471463674169;4468767;69.25;CONCLUDED
2021-08-24;516227739002;7831817;77.57;CONCLUDED
2021-08-17;206249702496;9550615;120.68;CONCLUDED
2021-08-21;423743892809;7057233;80.72;CONCLUDED
2021-08-31;409829858259;7490840;53.5;CONCLUDED
2021-08-23;413015611569;329961;38.61;CONCLUDED
2021-08-18;935783652134;3785038;122.26;CONCLUDED
2021-08-17;406802465122;2455220;171.19;CONCLUDED
2021-08-31;543499112466;6918392;37;CANCELLED
2021-08-19;645080238919;6174777;77.35;CONCLUDED
2021-08-21;635111167596;1364116;93.31;CONCLUDED
2021-08-27;528420926840;6971770;81.89;CONCLUDED
2021-08-24;150738181063;6186953;99.1;CONCLUDED
2021-08-31;023091437211;1932183;81.22;CANCELLED
2021-08-24;180982640182;9677738;41.38;CONCLUDED
2021-08-24;427424050998;9410498;47.46;CONCLUDED
2021-08-21;823953939936;8403117;58.18;CONCLUDED
2021-08-23;060000637657;9920640;20.77;CONCLUDED
2021-08-21;011413657770;5506475;42.89;CONCLUDED
2021-08-25;351581684226;3113020;40.76;CONCLUDED
2021-08-18;890180577863;1172581;75.27;CANCELLED
2021-08-17;635868581435;6140918;67.61;CONCLUDED
2021-08-24;802860466136;9868038;84.26;CANCELLED
2021-08-29;118166622234;6348466;45.09;CONCLUDED
2021-08-21;646144959446;1476720;62.4;CONCLUDED
2021-08-20;778217747684;9038393;108.54;CANCELLED
2021-08-25;166187645647;4013217;95;CANCELLED
2021-08-27;374342367455;222771;27.32;CONCLUDED
2021-08-29;748852093051;1849627;175.73;CONCLUDED
2021-08-27;356240471525;9543706;107.28;CONCLUDED
2021-08-21;837370253753;3774734;69.41;CONCLUDED
2021-08-21;630849890629;429185;195.3;CANCELLED
2021-08-30;126007284811;7071413;60.45;CONCLUDED
2021-08-28;204692615365;940715;70.38;CONCLUDED
2021-08-19;361858300967;7094592;46.92;CONCLUDED
2021-08-18;335708294856;631794;66.71;CANCELLED
2021-08-22;569986648170;2479737;40.7;CONCLUDED
2021-08-21;344593141999;4006004;29.87;CONCLUDED
2021-08-25;110563928128;6695262;78.79;CANCELLED
2021-08-18;254982050547;1566104;31.82;CONCLUDED
2021-08-21;936122248949;1359521;175.17;CONCLUDED
2021-08-30;362396265818;6730811;37;CONCLUDED
2021-08-25;943211526824;2124495;47.24;CONCLUDED
2021-08-21;380742911410;6020373;113.15;CONCLUDED
2021-08-27;456664347030;6584139;35.88;CONCLUDED
2021-08-27;090786525957;237262;185.81;CANCELLED
2021-08-24;547324850536;237262;26.65;CONCLUDED
2021-08-19;629642073234;5968662;82.03;CONCLUDED
2021-08-27;274379346451;4468767;141.03;CONCLUDED
2021-08-22;842630313764;6140918;96.89;CONCLUDED
2021-08-22;700848721499;7235778;111.91;CONCLUDED
2021-08-27;710042975086;5655645;20.9;#N/D
2021-08-28;568239118757;824041;76.35;CONCLUDED
2021-08-17;008887182374;5201524;99.77;CONCLUDED
2021-08-27;275842248136;2639824;35.49;CONCLUDED
2021-08-26;043611707778;8573260;49.49;CONCLUDED
2021-08-28;416467337492;3314700;23.7;CONCLUDED
2021-08-26;730917771266;8822367;94.57;CONCLUDED
2021-08-21;688844172156;2523649;81.83;CONCLUDED
2021-08-22;664576906197;3451417;25.14;CONCLUDED
2021-08-27;224434934287;4529450;23.97;CONCLUDED
2021-08-18;930987242678;9960405;44.59;CANCELLED
2021-08-17;564146666925;4180209;84.79;CONCLUDED
2021-08-22;640990853044;1954135;46.12;CONCLUDED
2021-08-20;491698606686;7262611;25.45;CONCLUDED
2021-08-30;000227744074;7782754;43.4;CONCLUDED
2021-08-26;083831713716;5082003;37.21;CONCLUDED
2021-08-31;403853953863;5509598;32.36;CONCLUDED
2021-08-23;995549363989;791847;35.55;CONCLUDED
2021-08-31;086903164878;8529394;147.74;CONCLUDED
2021-08-18;783676689022;8963375;20.89;CONCLUDED
2021-08-27;586352730451;2090178;39.59;CANCELLED
2021-08-22;360410458018;4407410;20.36;CONCLUDED
2021-08-22;372629931426;9359587;101.73;CANCELLED
2021-08-25;129675646094;1901297;81.32;CANCELLED
2021-08-22;790108302990;4213708;120.14;CONCLUDED
2021-08-25;604467189071;2214142;69.3;CONCLUDED
2021-08-20;504378530025;2639824;164.72;CONCLUDED
2021-08-18;975928431323;4445051;23.87;CONCLUDED
2021-08-29;388021047746;2218272;94.68;CANCELLED
2021-08-24;562863967039;2211971;72.07;CONCLUDED
2021-08-19;932339788554;9363974;38.52;CANCELLED
2021-08-24;585294017375;3983393;63.09;CONCLUDED
2021-08-31;864884754364;5079369;40.88;CONCLUDED
2021-08-22;767736479696;6468072;166.35;CANCELLED
2021-08-21;466403059714;326575;67.65;CONCLUDED
2021-08-29;879669449684;3204129;124.91;CANCELLED
2021-08-25;956327742641;9617391;42.11;CONCLUDED
2021-08-18;844371851625;4260915;110.11;CONCLUDED
2021-08-28;021208884368;4013217;96.07;CANCELLED
2021-08-17;976557115443;7486518;107.06;CONCLUDED
2021-08-19;839919988109;9360673;27.13;CONCLUDED
2021-08-27;694113188484;8963375;21.44;CONCLUDED
2021-08-21;211522779983;8963375;86.79;CONCLUDED
2021-08-25;741124738351;3145883;77.78;CONCLUDED
2021-08-18;313358438803;3684142;20.41;CONCLUDED
2021-08-28;419833741609;4122783;25.46;CONCLUDED
2021-08-31;284558578372;8286255;200.84;CONCLUDED
2021-08-31;780126989715;7040587;160.72;CONCLUDED
2021-08-24;985162365618;7376409;167.34;CONCLUDED
2021-08-22;187328448683;820936;67.5;CONCLUDED
2021-08-26;140678427429;1854867;99.56;CONCLUDED
2021-08-24;077758380356;6512017;31.38;CONCLUDED
2021-08-18;321611462091;9569970;172.14;CONCLUDED
2021-08-30;990219478962;6861897;76.81;CONCLUDED
2021-08-18;926566181931;785622;19.84;CANCELLED
2021-08-18;000094295970;9677128;48.49;CONCLUDED
2021-08-31;126824867810;3762987;37.96;CONCLUDED
2021-08-31;485680103155;1110114;24.21;CONCLUDED
2021-08-25;126413786086;178936;105.27;CONCLUDED
2021-08-29;636177569365;4442169;79.57;CONCLUDED
2021-08-29;514467475253;7782754;84.94;CONCLUDED
2021-08-29;415312721776;6468072;33.88;CONCLUDED
2021-08-23;123137706851;9967977;19.72;CONCLUDED
2021-08-18;955231701654;6178273;63.5;CONCLUDED
2021-08-28;637589000232;4137513;42.66;CANCELLED
2021-08-29;569742259012;9399854;132.18;CANCELLED
2021-08-27;333647240509;3346739;102.26;CONCLUDED
2021-08-29;089273299452;9118836;102.97;CONCLUDED
2021-08-30;670970970000;8113878;28.05;CONCLUDED
2021-08-23;467759028456;508362;175.02;CONCLUDED
2021-08-20;657056641042;818569;42.84;CONCLUDED
2021-08-31;027135728227;9893718;209.2;CANCELLED
2021-08-17;713915385528;3661602;61.77;CANCELLED
2021-08-18;852624438477;8456134;37.39;CONCLUDED
2021-08-25;410348661335;440554;27.85;CONCLUDED
2021-08-23;149598656512;6871304;72.32;CANCELLED
2021-08-20;645876338096;5326581;100.15;CONCLUDED
2021-08-19;321401007544;1241106;31.19;CONCLUDED
2021-08-18;014620026037;5968662;203.45;CONCLUDED
2021-08-31;149519686514;9574134;194.21;CONCLUDED
2021-08-31;301753848826;4122783;96.91;CONCLUDED
2021-08-19;921549917598;1814275;60.83;CONCLUDED
2021-08-23;343028710013;818569;30.08;CONCLUDED
2021-08-20;614907685055;6549127;95.21;CONCLUDED
2021-08-24;667121755407;5794416;146.7;CONCLUDED
2021-08-18;571795873684;4547987;91.91;CONCLUDED
2021-08-31;337858917983;8176311;39.72;CANCELLED
2021-08-22;639991140322;4653209;146.41;CANCELLED
2021-08-19;837685466543;243689;24.3;CONCLUDED
2021-08-17;211419608241;3867210;161.44;CONCLUDED
2021-08-21;908657197831;8851130;25.98;CONCLUDED
2021-08-28;062523165427;96201;82.15;CANCELLED
2021-08-23;370921220439;1841486;206.94;CONCLUDED
2021-08-26;930050854033;785622;32.87;CONCLUDED
2021-08-31;584185747926;5170228;93.05;CONCLUDED
2021-08-26;110118616922;401126;50.07;CONCLUDED
2021-08-26;189065525236;4847077;47.61;CONCLUDED
2021-08-31;765162005449;8522015;106.27;CONCLUDED
2021-08-19;495838201430;9316323;91.71;CONCLUDED
2021-08-19;160238636187;7310088;33.17;CONCLUDED
2021-08-20;047589197246;8679458;32.35;CONCLUDED
2021-08-28;387563200159;1787646;39.19;CONCLUDED
2021-08-25;044775285749;4708974;150.5;CONCLUDED
2021-08-25;756327616079;2455220;38.69;CONCLUDED
2021-08-27;645900231618;8456134;105.69;CONCLUDED
2021-08-23;087306840733;3406823;75.68;CONCLUDED
2021-08-25;546240557197;436235;104.51;CONCLUDED
2021-08-30;265476694347;1858794;106.97;CONCLUDED
2021-08-29;461581990089;7604173;81.32;CONCLUDED
2021-08-25;177292461433;1364116;214.16;CONCLUDED
2021-08-22;953516602957;8993963;69.05;CONCLUDED
2021-08-25;962012694325;822366;70.55;CONCLUDED
2021-08-23;965767008191;2639824;73.25;CONCLUDED
2021-08-25;764556763090;8824301;33.5;CONCLUDED
2021-08-24;634188937999;872341;37.3;CONCLUDED
2021-08-29;150842286896;1079443;27.18;CONCLUDED
2021-08-19;341746127193;8675899;199.99;CONCLUDED
2021-08-23;401589505252;2139468;172.48;CONCLUDED
2021-08-21;766363579430;5042880;60.4;CONCLUDED
2021-08-24;343885936053;1849627;106.84;CONCLUDED
2021-08-19;647091757751;3054311;83.33;CONCLUDED
2021-08-26;331645545453;5506475;100.47;CONCLUDED
2021-08-24;952039822871;7249998;83.88;CONCLUDED
2021-08-18;982761551946;940715;70.56;CONCLUDED
2021-08-28;712148794202;1372727;38.44;CANCELLED
2021-08-17;280696091269;4046943;20.85;CONCLUDED
2021-08-26;880967536048;3785086;28.44;CANCELLED
